full_name,first_name,last_name,email,phone,brokerage,city,state,metro_area,license_number,license_state,years_experience,transactions_12mo,sales_volume,cream_fit_score,priority,priority_tier,rating,source,scraped_at
Christopher Nguyen,Christopher,Nguyen,christopher_nguyen@century21.com,(404) 936-2817,Weichert Realtors,Lubbock,TX,Lubbock,TX599056,TX,3,3,1050000,67,C,C,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
Linda Wilson,Linda,Wilson,linda_wilson@hotmail.com,(212) 800-6219,Local Brokerage,Minneapolis,MN,Minneapolis,MN105032,MN,10,40,14000000,84,A,A,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Joseph Kim,Joseph,Kim,jkim@yahoo.com,(215) 950-1444,Zillow Premier Agent,Atlanta,GA,Atlanta,GA366081,GA,10,35,11375000,85,A,A,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Kevin Ramos,Kevin,Ramos,kevin.ramos@aol.com,(501) 318-6680,Compass,Cedar Rapids,IA,Cedar Rapids,IA688865,IA,4,8,1640000,62,C,C,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
Edward King,Edward,King,edwardking@homesmart.com,(423) 777-9610,RE/MAX,Austin,TX,Austin,TX372412,TX,6,30,10500000,94,A,A,4.9,realtor_scraper,2026-05-02T07:06:13+00:00
Cynthia Robinson,Cynthia,Robinson,crobinson@outlook.com,(410) 900-2615,Redfin,Salt Lake City,UT,Salt Lake City,UT295331,UT,3,28,14000000,85,B,B,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Frank Watson,Frank,Watson,frank_watson@homesmart.com,(423) 880-6082,Berkshire Hathaway HomeServices,Cleveland,OH,Cleveland,OH807341,OH,3,28,7000000,74,B,B,5.0,realtor_scraper,2026-05-02T07:06:13+00:00
Gregory Gutierrez,Gregory,Gutierrez,gregory.gutierrez@century21.com,(512) 997-8563,Sotheby's International Realty,Chicago,IL,Chicago,IL986435,IL,5,20,6000000,74,A,A,3.6,realtor_scraper,2026-05-02T07:06:13+00:00
Debra Roberts,Debra,Roberts,debra.roberts@weichert.com,(716) 397-2201,CBRE,Cincinnati,OH,Cincinnati,OH587551,OH,5,12,3000000,67,B,B,3.8,realtor_scraper,2026-05-02T07:06:13+00:00
Ryan Watson,Ryan,Watson,rwatson@realtor.com,(423) 363-9121,Realty ONE Group,Austin,TX,Austin,TX173928,TX,10,60,21000000,92,A,A,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Betty Murphy,Betty,Murphy,bettymurphy@yahoo.com,(415) 604-1323,Better Homes and Gardens Real Estate,Raleigh,NC,Raleigh,NC127720,NC,1,15,4650000,82,B,B,4.5,realtor_scraper,2026-05-02T07:06:13+00:00
Betty Carter,Betty,Carter,bcarter@sothebysrealty.com,(614) 847-2291,eXp Realty,Milwaukee,WI,Milwaukee,WI237805,WI,1,28,7700000,74,B,B,4.3,realtor_scraper,2026-05-02T07:06:13+00:00
David Davis,David,Davis,ddavis@weichert.com,(407) 788-5171,Windermere Real Estate,Tallahassee,FL,Tallahassee,FL486268,FL,6,20,8000000,80,C,C,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Matthew Phillips,Matthew,Phillips,matthew.phillips@gmail.com,(313) 204-8897,Compass,Las Vegas,NV,Las Vegas,NV832869,NV,4,12,5100000,72,B,B,4.1,realtor_scraper,2026-05-02T07:06:13+00:00
Jeffrey Stewart,Jeffrey,Stewart,jeffreystewart@compass.com,(423) 805-1754,eXp Realty,Little Rock,AR,Little Rock,AR364912,AR,8,20,3900000,86,C,C,3.8,realtor_scraper,2026-05-02T07:06:13+00:00
Dorothy Morgan,Dorothy,Morgan,dorothy_morgan@coldwellbanker.com,(865) 516-3974,Corcoran Global Living,Philadelphia,PA,Philadelphia,PA690887,PA,2,16,4640000,74,A,A,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
Kimberly White,Kimberly,White,kimberlywhite87@gmail.com,(216) 794-3091,United Real Estate,Charlotte,NC,Charlotte,NC719302,NC,7,45,13950000,76,B,B,4.5,realtor_scraper,2026-05-02T07:06:13+00:00
Alexander Reyes,Alexander,Reyes,alexanderreyes@remax.com,(619) 542-7827,Compass,Seattle,WA,Seattle,WA250298,WA,12,25,15000000,86,A,A,3.1,realtor_scraper,2026-05-02T07:06:13+00:00
George Gray,George,Gray,georgegray29@gmail.com,(415) 618-7018,Coldwell Banker,Denver,CO,Denver,CO584420,CO,7,20,11000000,82,A,A,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Robert Edwards,Robert,Edwards,redwards@homesmart.com,(512) 906-3057,Coldwell Banker,Minneapolis,MN,Minneapolis,MN451006,MN,7,30,10500000,100,A,A,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Shirley Davis,Shirley,Davis,shirley.davis@century21.com,(813) 404-4645,Coldwell Banker,Washington,DC,Washington,DC212805,DC,7,40,28000000,85,A,A,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
Deborah Young,Deborah,Young,deborahyoung@weichert.com,(702) 269-5184,Century 21,Minneapolis,MN,Minneapolis,MN829251,MN,2,25,8750000,92,A,A,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
George Wilson,George,Wilson,georgewilson@outlook.com,(901) 876-7782,Zillow Premier Agent,Miami,FL,Miami,FL603089,FL,7,35,14000000,100,A,A,3.8,realtor_scraper,2026-05-02T07:06:13+00:00
William King,William,King,william.king@hotmail.com,(504) 224-3393,United Real Estate,St. Louis,MO,St. Louis,MO155670,MO,7,4,1040000,85,B,B,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
Kevin Green,Kevin,Green,kevin_green@aol.com,(408) 694-9930,ERA Real Estate,Albuquerque,NM,Albuquerque,NM987250,NM,1,28,7700000,87,C,C,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
Edward Garcia,Edward,Garcia,edward.garcia@yahoo.com,(212) 254-6965,HomeSmart,Fort Collins,CO,Fort Collins,CO886636,CO,3,8,4400000,80,C,C,3.5,realtor_scraper,2026-05-02T07:06:13+00:00
Emily Sanchez,Emily,Sanchez,emilysanchez15@homesmart.com,(713) 759-6133,Zillow Premier Agent,Tucson,AZ,Tucson,AZ122502,AZ,4,18,8100000,89,B,B,3.5,realtor_scraper,2026-05-02T07:06:13+00:00
Mary Kim,Mary,Kim,mary_kim@sothebysrealty.com,(206) 366-5054,CBRE,Fayetteville,AR,Fayetteville,AR975620,AR,7,12,2340000,81,C,C,3.1,realtor_scraper,2026-05-02T07:06:13+00:00
Laura Cox,Laura,Cox,lcox@gmail.com,(423) 921-9831,CBRE,Atlanta,GA,Atlanta,GA218165,GA,7,50,16250000,100,A,A,3.7,realtor_scraper,2026-05-02T07:06:13+00:00
Pamela Edwards,Pamela,Edwards,pamelaedwards@homesmart.com,(512) 542-9097,Local Brokerage,Houston,TX,Houston,TX906447,TX,8,40,14000000,99,A,A,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
Anthony Cook,Anthony,Cook,anthonycook@coldwellbanker.com,(804) 773-4507,Weichert Realtors,Reno,NV,Reno,NV678425,NV,3,28,11900000,74,C,C,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
Sandra Evans,Sandra,Evans,sandra.evans@gmail.com,(515) 305-7913,Windermere Real Estate,Reno,NV,Reno,NV870798,NV,7,15,6375000,80,C,C,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
Sarah James,Sarah,James,sjames@exp.com,(713) 939-5028,Redfin,Phoenix,AZ,Phoenix,AZ712445,AZ,3,16,7200000,83,A,A,5.0,realtor_scraper,2026-05-02T07:06:13+00:00
William Cruz,William,Cruz,williamcruz@sothebysrealty.com,(410) 450-1012,Zillow Premier Agent,New Orleans,LA,New Orleans,LA156709,LA,10,12,2760000,90,B,B,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
Cynthia Diaz,Cynthia,Diaz,cynthia.diaz@aol.com,(951) 255-9829,Corcoran Global Living,Phoenix,AZ,Phoenix,AZ379690,AZ,8,20,9000000,77,A,A,4.5,realtor_scraper,2026-05-02T07:06:13+00:00
Debra Ortiz,Debra,Ortiz,debraortiz9@outlook.com,(402) 263-6560,Compass,San Diego,CA,San Diego,CA223961,CA,6,35,26250000,78,A,A,3.5,realtor_scraper,2026-05-02T07:06:13+00:00
Angela Roberts,Angela,Roberts,aroberts@gmail.com,(501) 806-7203,Century 21,Detroit,MI,Detroit,MI674546,MI,7,12,3300000,88,B,B,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
Steven Kim,Steven,Kim,skim@remax.com,(704) 888-8996,United Real Estate,Raleigh,NC,Raleigh,NC268186,NC,6,8,2480000,67,B,B,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Stephanie Lee,Stephanie,Lee,slee@compass.com,(901) 557-7492,Sotheby's International Realty,Atlanta,GA,Atlanta,GA197665,GA,5,25,8125000,83,A,A,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
Shirley Garcia,Shirley,Garcia,shirley_garcia@homesmart.com,(415) 516-1398,HomeSmart,Pittsburgh,PA,Pittsburgh,PA161568,PA,10,8,2320000,83,B,B,3.8,realtor_scraper,2026-05-02T07:06:13+00:00
John Wilson,John,Wilson,johnwilson@weichert.com,(414) 867-7343,Berkshire Hathaway HomeServices,Cleveland,OH,Cleveland,OH387529,OH,2,22,5500000,72,B,B,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
Daniel Brooks,Daniel,Brooks,danielbrooks79@homesmart.com,(501) 628-3907,Century 21,Charlotte,NC,Charlotte,NC136017,NC,2,22,6820000,91,B,B,4.9,realtor_scraper,2026-05-02T07:06:13+00:00
Charles Reyes,Charles,Reyes,charles.reyes@sothebysrealty.com,(919) 213-3860,United Real Estate,San Antonio,TX,San Antonio,TX505262,TX,1,45,15750000,74,B,B,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
Rachel Howard,Rachel,Howard,rachelhoward48@aol.com,(801) 494-3704,Realty ONE Group,Baltimore,MD,Baltimore,MD578640,MD,4,28,11900000,70,B,B,3.5,realtor_scraper,2026-05-02T07:06:13+00:00
James Carter,James,Carter,james_carter@realtor.com,(512) 388-5164,HomeSmart,Raleigh,NC,Raleigh,NC885407,NC,4,10,3100000,85,B,B,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
Nancy Roberts,Nancy,Roberts,nancyroberts@coldwellbanker.com,(502) 212-9369,Sotheby's International Realty,Reno,NV,Reno,NV240907,NV,3,8,3400000,60,C,C,3.7,realtor_scraper,2026-05-02T07:06:13+00:00
Carol White,Carol,White,carol.white@realtor.com,(614) 350-5352,Corcoran Global Living,Richmond,VA,Richmond,VA545959,VA,3,8,3000000,85,B,B,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
Nicole Rodriguez,Nicole,Rodriguez,nicole_rodriguez@realtor.com,(704) 286-8152,eXp Realty,Dallas,TX,Dallas,TX972440,TX,8,16,5600000,82,A,A,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
Daniel Gutierrez,Daniel,Gutierrez,daniel_gutierrez@realtor.com,(619) 629-6173,RE/MAX,Lincoln,NE,Lincoln,NE833547,NE,2,28,6440000,85,C,C,4.1,realtor_scraper,2026-05-02T07:06:13+00:00
Emma Johnson,Emma,Johnson,emmajohnson@gmail.com,(816) 392-7081,Windermere Real Estate,Savannah,GA,Savannah,GA238294,GA,2,8,2600000,75,C,C,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Helen Anderson,Helen,Anderson,handerson@sothebysrealty.com,(410) 966-5288,Coldwell Banker,New Orleans,LA,New Orleans,LA813109,LA,8,12,2760000,89,B,B,4.0,realtor_scraper,2026-05-02T07:06:13+00:00
Rebecca Williams,Rebecca,Williams,rebeccawilliams@hotmail.com,(206) 536-6106,Realty ONE Group,Washington,DC,Washington,DC788590,DC,6,25,17500000,97,A,A,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
Brandon Miller,Brandon,Miller,bmiller@hotmail.com,(951) 885-4540,United Real Estate,Chicago,IL,Chicago,IL140721,IL,12,8,2400000,81,A,A,4.3,realtor_scraper,2026-05-02T07:06:13+00:00
Elizabeth Hernandez,Elizabeth,Hernandez,elizabethhernandez45@sothebysrealty.com,(801) 294-3966,United Real Estate,Miami,FL,Miami,FL926267,FL,12,35,14000000,85,A,A,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
Christopher Moore,Christopher,Moore,cmoore@aol.com,(412) 431-1906,Local Brokerage,Seattle,WA,Seattle,WA254427,WA,7,20,12000000,89,A,A,4.9,realtor_scraper,2026-05-02T07:06:13+00:00
Samantha Howard,Samantha,Howard,samanthahoward37@sothebysrealty.com,(813) 620-6629,eXp Realty,Kansas City,MO,Kansas City,MO832321,MO,8,35,9100000,92,B,B,4.0,realtor_scraper,2026-05-02T07:06:13+00:00
Michael Chavez,Michael,Chavez,michael_chavez@century21.com,(513) 867-4397,RE/MAX,Chicago,IL,Chicago,IL908361,IL,3,16,4800000,93,A,A,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
Betty Williams,Betty,Williams,betty.williams@yahoo.com,(702) 246-7193,Sotheby's International Realty,Louisville,KY,Louisville,KY764258,KY,5,45,10125000,82,B,B,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
Michael Hall,Michael,Hall,michaelhall43@homesmart.com,(713) 965-9747,CBRE,Fort Wayne,IN,Fort Wayne,IN908129,IN,2,8,1920000,85,C,C,3.1,realtor_scraper,2026-05-02T07:06:13+00:00
Timothy Parker,Timothy,Parker,timothyparker@century21.com,(608) 825-5079,Coldwell Banker,New Orleans,LA,New Orleans,LA899030,LA,4,15,3450000,84,B,B,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Robert Gonzalez,Robert,Gonzalez,robertgonzalez@kw.com,(504) 493-9072,RE/MAX,Portland,OR,Portland,OR475893,OR,7,25,12500000,94,A,A,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Pamela Diaz,Pamela,Diaz,pameladiaz29@compass.com,(608) 681-6594,eXp Realty,Madison,WI,Madison,WI136479,WI,5,6,1650000,73,C,C,4.5,realtor_scraper,2026-05-02T07:06:13+00:00
Helen Wright,Helen,Wright,hwright@remax.com,(716) 339-3651,Keller Williams,Jackson,MS,Jackson,MS793663,MS,6,12,2160000,78,C,C,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Jacob Watson,Jacob,Watson,jacobwatson82@yahoo.com,(520) 453-9977,Better Homes and Gardens Real Estate,Boise,ID,Boise,ID495579,ID,4,15,7125000,76,C,C,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Laura Jackson,Laura,Jackson,laura.jackson@kw.com,(602) 657-8611,ERA Real Estate,Los Angeles,CA,Los Angeles,CA731004,CA,15,60,45000000,89,A,A,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Jason Lee,Jason,Lee,jasonlee23@hotmail.com,(512) 603-7676,Redfin,Dallas,TX,Dallas,TX606663,TX,4,12,4200000,75,A,A,4.0,realtor_scraper,2026-05-02T07:06:13+00:00
Christine Hernandez,Christine,Hernandez,christine.hernandez@coldwellbanker.com,(214) 672-9233,Compass,Nashville,TN,Nashville,TN593606,TN,5,12,3840000,86,A,A,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
Lisa Gray,Lisa,Gray,lisa.gray@compass.com,(520) 943-6907,CBRE,Riverside,CA,Riverside,CA312461,CA,4,22,16500000,71,B,B,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
Shirley Moore,Shirley,Moore,shirley_moore@remax.com,(210) 497-8177,Redfin,Little Rock,AR,Little Rock,AR350879,AR,2,6,1170000,68,C,C,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
Charles Rivera,Charles,Rivera,charles_rivera@aol.com,(303) 668-5687,United Real Estate,Phoenix,AZ,Phoenix,AZ827914,AZ,10,16,7200000,89,A,A,5.0,realtor_scraper,2026-05-02T07:06:13+00:00
Matthew Lee,Matthew,Lee,matthew_lee@aol.com,(206) 763-1456,Sotheby's International Realty,Oklahoma City,OK,Oklahoma City,OK331642,OK,3,45,9450000,91,B,B,4.5,realtor_scraper,2026-05-02T07:06:13+00:00
James Young,James,Young,james_young@outlook.com,(414) 799-2423,Sotheby's International Realty,Pittsburgh,PA,Pittsburgh,PA888914,PA,2,28,8120000,77,B,B,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
Justin Walker,Justin,Walker,justin_walker@century21.com,(512) 400-5408,Sotheby's International Realty,Oklahoma City,OK,Oklahoma City,OK892226,OK,2,10,2100000,69,B,B,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
Mary Chavez,Mary,Chavez,mary_chavez@outlook.com,(865) 372-2643,Compass,Cincinnati,OH,Cincinnati,OH418287,OH,3,10,2500000,77,B,B,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Frank Walker,Frank,Walker,frankwalker@exp.com,(559) 770-9980,Local Brokerage,Rochester,NY,Rochester,NY545432,NY,5,10,8500000,73,B,B,3.7,realtor_scraper,2026-05-02T07:06:13+00:00
Jason Martinez,Jason,Martinez,jason.martinez@gmail.com,(864) 468-5005,United Real Estate,Los Angeles,CA,Los Angeles,CA235696,CA,8,30,22500000,99,A,A,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Justin Harris,Justin,Harris,justinharris85@century21.com,(617) 889-2417,Better Homes and Gardens Real Estate,Fort Wayne,IN,Fort Wayne,IN108767,IN,3,8,1920000,66,C,C,4.9,realtor_scraper,2026-05-02T07:06:13+00:00
Gregory Kim,Gregory,Kim,gregory_kim@aol.com,(408) 822-8655,United Real Estate,Colorado Springs,CO,Colorado Springs,CO203584,CO,1,3,1650000,75,C,C,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
Sarah Wright,Sarah,Wright,sarah_wright@weichert.com,(213) 438-9380,Realty ONE Group,Reno,NV,Reno,NV795026,NV,8,3,1275000,83,C,C,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
Jessica Harris,Jessica,Harris,jessicaharris@compass.com,(916) 207-4742,Compass,Chattanooga,TN,Chattanooga,TN798064,TN,4,8,2560000,65,C,C,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
Benjamin Wilson,Benjamin,Wilson,benjaminwilson@coldwellbanker.com,(602) 319-9577,Realty ONE Group,Wichita,KS,Wichita,KS355826,KS,4,8,1600000,63,C,C,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
Ashley Jones,Ashley,Jones,ashley_jones@sothebysrealty.com,(816) 436-8073,Better Homes and Gardens Real Estate,Austin,TX,Austin,TX600224,TX,3,35,12250000,76,A,A,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
Katherine Moore,Katherine,Moore,kmoore@weichert.com,(216) 240-5609,HomeSmart,Mobile,AL,Mobile,AL526185,AL,4,3,660000,74,C,C,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Matthew Kelly,Matthew,Kelly,matthew.kelly@century21.com,(415) 295-7095,Sotheby's International Realty,Dallas,TX,Dallas,TX112246,TX,5,30,10500000,91,A,A,4.0,realtor_scraper,2026-05-02T07:06:13+00:00
Anthony Davis,Anthony,Davis,anthony.davis@aol.com,(614) 685-4372,Realty ONE Group,San Jose,CA,San Jose,CA112814,CA,6,16,12000000,95,A,A,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
Helen Cooper,Helen,Cooper,helen.cooper@outlook.com,(614) 733-2692,Century 21,Portland,OR,Portland,OR636410,OR,5,30,15000000,77,A,A,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
Sharon Campbell,Sharon,Campbell,sharon.campbell@outlook.com,(407) 209-7735,Local Brokerage,Phoenix,AZ,Phoenix,AZ779982,AZ,6,35,15750000,91,A,A,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Jessica Hill,Jessica,Hill,jessica_hill@exp.com,(804) 201-7544,Local Brokerage,Reno,NV,Reno,NV319457,NV,4,15,6375000,80,C,C,4.5,realtor_scraper,2026-05-02T07:06:13+00:00
Laura Phillips,Laura,Phillips,lauraphillips19@coldwellbanker.com,(951) 846-9619,Coldwell Banker,Chicago,IL,Chicago,IL903906,IL,7,20,6000000,79,A,A,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
Thomas Torres,Thomas,Torres,thomastorres18@kw.com,(206) 248-7534,Century 21,Nashville,TN,Nashville,TN458643,TN,2,50,16000000,76,A,A,4.0,realtor_scraper,2026-05-02T07:06:13+00:00
Daniel Cooper,Daniel,Cooper,danielcooper5@aol.com,(813) 242-6913,United Real Estate,Rochester,NY,Rochester,NY698040,NY,2,10,8500000,73,B,B,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
Sarah Reyes,Sarah,Reyes,sarah_reyes@compass.com,(423) 746-1273,Sotheby's International Realty,Chicago,IL,Chicago,IL930889,IL,2,20,6000000,79,A,A,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
Jessica Rodriguez,Jessica,Rodriguez,jessicarodriguez27@kw.com,(704) 825-1383,HomeSmart,Milwaukee,WI,Milwaukee,WI181567,WI,10,45,12375000,87,B,B,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
Samantha Brooks,Samantha,Brooks,samanthabrooks57@yahoo.com,(515) 542-9952,eXp Realty,Philadelphia,PA,Philadelphia,PA419798,PA,15,50,14500000,81,A,A,5.0,realtor_scraper,2026-05-02T07:06:13+00:00
Nicholas Clark,Nicholas,Clark,nicholas_clark@coldwellbanker.com,(716) 342-6042,Berkshire Hathaway HomeServices,Seattle,WA,Seattle,WA200834,WA,3,25,15000000,79,A,A,3.6,realtor_scraper,2026-05-02T07:06:13+00:00
Angela Mitchell,Angela,Mitchell,angelamitchell@realtor.com,(505) 454-6525,HomeSmart,Boise,ID,Boise,ID100360,ID,7,12,5700000,77,C,C,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
Rebecca Johnson,Rebecca,Johnson,rjohnson@coldwellbanker.com,(502) 535-5114,Windermere Real Estate,Tallahassee,FL,Tallahassee,FL891883,FL,3,28,11200000,74,C,C,3.7,realtor_scraper,2026-05-02T07:06:13+00:00
Cynthia Howard,Cynthia,Howard,cynthiahoward@aol.com,(804) 373-7114,Local Brokerage,Fort Wayne,IN,Fort Wayne,IN929310,IN,5,6,1440000,75,C,C,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
Amy Moore,Amy,Moore,amoore@homesmart.com,(608) 391-4111,Keller Williams,Winston-Salem,NC,Winston-Salem,NC527215,NC,3,10,3100000,67,C,C,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
Margaret Williams,Margaret,Williams,margaretwilliams@exp.com,(408) 803-5073,RE/MAX,San Antonio,TX,San Antonio,TX857210,TX,5,4,1400000,85,B,B,4.1,realtor_scraper,2026-05-02T07:06:13+00:00
Steven Taylor,Steven,Taylor,steven_taylor@century21.com,(202) 968-8825,Windermere Real Estate,Columbus,OH,Columbus,OH830736,OH,12,10,2500000,82,B,B,5.0,realtor_scraper,2026-05-02T07:06:13+00:00
Jacob Walker,Jacob,Walker,jacob.walker@hotmail.com,(317) 913-6329,Berkshire Hathaway HomeServices,Birmingham,AL,Birmingham,AL394661,AL,6,8,1760000,68,B,B,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
Jacob Robinson,Jacob,Robinson,jacob.robinson@realtor.com,(423) 837-4715,Redfin,San Francisco,CA,San Francisco,CA349987,CA,7,12,9000000,74,A,A,3.7,realtor_scraper,2026-05-02T07:06:13+00:00
Gary Smith,Gary,Smith,garysmith97@outlook.com,(559) 495-7469,Corcoran Global Living,Chicago,IL,Chicago,IL112407,IL,10,35,10500000,100,A,A,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
Joseph Peterson,Joseph,Peterson,joseph.peterson@hotmail.com,(313) 524-1649,ERA Real Estate,Fort Collins,CO,Fort Collins,CO554817,CO,3,10,5500000,80,C,C,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
Anna King,Anna,King,anna_king@gmail.com,(804) 515-9483,HomeSmart,Los Angeles,CA,Los Angeles,CA298080,CA,3,16,12000000,85,A,A,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
James Baker,James,Baker,james_baker@realtor.com,(214) 998-6429,Better Homes and Gardens Real Estate,Miami,FL,Miami,FL203853,FL,4,35,14000000,79,A,A,3.8,realtor_scraper,2026-05-02T07:06:13+00:00
Betty Collins,Betty,Collins,bcollins@century21.com,(615) 389-8976,Redfin,Los Angeles,CA,Los Angeles,CA682397,CA,2,16,12000000,78,A,A,3.7,realtor_scraper,2026-05-02T07:06:13+00:00
Brandon Cooper,Brandon,Cooper,brandoncooper@weichert.com,(504) 401-7997,HomeSmart,Las Vegas,NV,Las Vegas,NV708285,NV,2,22,9350000,89,B,B,4.3,realtor_scraper,2026-05-02T07:06:13+00:00
Amanda Wood,Amanda,Wood,amanda_wood@coldwellbanker.com,(505) 890-7533,Local Brokerage,Wichita,KS,Wichita,KS794823,KS,3,10,2000000,71,C,C,4.1,realtor_scraper,2026-05-02T07:06:13+00:00
Brandon Torres,Brandon,Torres,brandontorres@homesmart.com,(415) 808-7791,Windermere Real Estate,Minneapolis,MN,Minneapolis,MN922710,MN,4,16,5600000,82,A,A,3.5,realtor_scraper,2026-05-02T07:06:13+00:00
Jacob Cox,Jacob,Cox,jacob.cox@yahoo.com,(414) 880-6037,Weichert Realtors,Miami,FL,Miami,FL352821,FL,3,35,14000000,97,A,A,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
Helen Rivera,Helen,Rivera,helenrivera40@gmail.com,(503) 898-9453,Corcoran Global Living,Fort Collins,CO,Fort Collins,CO871438,CO,3,3,1650000,66,C,C,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Jonathan Torres,Jonathan,Torres,jonathan_torres@realtor.com,(216) 385-3593,Corcoran Global Living,Atlanta,GA,Atlanta,GA962519,GA,4,16,5200000,85,A,A,5.0,realtor_scraper,2026-05-02T07:06:13+00:00
Alexander Morales,Alexander,Morales,alexandermorales82@weichert.com,(719) 752-6957,CBRE,Madison,WI,Madison,WI955087,WI,5,3,825000,72,C,C,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Brenda Smith,Brenda,Smith,brendasmith1@kw.com,(716) 321-9436,Redfin,Indianapolis,IN,Indianapolis,IN367227,IN,1,12,2880000,61,B,B,3.7,realtor_scraper,2026-05-02T07:06:13+00:00
Emily Collins,Emily,Collins,emily.collins@compass.com,(719) 582-4479,Sotheby's International Realty,Winston-Salem,NC,Winston-Salem,NC620637,NC,2,3,930000,81,C,C,5.0,realtor_scraper,2026-05-02T07:06:13+00:00
Eric Torres,Eric,Torres,etorres@homesmart.com,(415) 253-7897,Corcoran Global Living,Provo,UT,Provo,UT298810,UT,3,10,5000000,67,C,C,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
Robert Sanchez,Robert,Sanchez,robert.sanchez@realtor.com,(303) 204-5735,Zillow Premier Agent,Chicago,IL,Chicago,IL615087,IL,8,30,9000000,100,A,A,3.1,realtor_scraper,2026-05-02T07:06:13+00:00
