name,email,phone,brokerage,metro_area,state,license_number,years_experience,transaction_volume,cream_fit_score,priority_tier,date_added
Stephanie Robinson,stephanie.robinson6@gmail.com,(559) 789-1031,Redfin,"Modesto, CA",CA,BRE6471354,25,55,88,C,2026-04-05
Rachel Sanchez,sanchezr@remax.net,(212) 920-6923,Keller Williams,"Long Island, NY",NY,104917362174,1,6,64,A,2026-04-05
Patricia Reyes,patriciar@gmail.com,(513) 717-7282,Rogers Healy,"Toledo, OH",OH,R.E.4477173,2,9,60,B,2026-04-05
Margaret Richardson,margaret.richardson@realty.com,(469) 284-6062,Julie Harris Realty,"Beaumont, TX",TX,TREC5074719,17,41,95,C,2026-04-05
Carolyn Ortiz,carolyno@sothebysrealty.com,(630) 377-4869,Miami Beach Realty,"Tyler, IL",IL,4756982683,25,64,99,C,2026-04-05
Frank Young,frank23@ebbyhalliday.com,(352) 341-1606,Ebby Halliday,"Cape Coral, FL",FL,BK7295116,10,36,88,B,2026-04-05
Laura Davis,laura_davis@hotmail.com,(737) 754-5943,Douglas Elliman,"El Paso, TX",TX,TREC2278112,25,54,97,B,2026-04-05
Samantha Mitchell,samantha_mitchell@outlook.com,(814) 699-8571,Julie Harris Realty,"Dallas, PA",PA,RS358254,12,54,93,A,2026-04-05
Shirley Jimenez,shirley_jimenez@gmail.com,(210) 481-5534,The Collective,"San Antonio, TX",TX,TREC9606519,15,46,87,A,2026-04-05
Alexander Richardson,alexander_richardson@elliman.com,(614) 791-2556,Houston Luxury Homes,"San Antonio, OH",OH,R.E.7108627,7,24,77,A,2026-04-05
Ruth Hughes,ruth_hughes@redfin.com,(352) 654-8756,Redfin,"Gainesville, FL",FL,BK7533714,0,8,70,C,2026-04-05
Ronald Jimenez,ronald.jimenez@houstonluxuryhomes.com,(805) 862-2906,Houston Luxury Homes,"Los Angeles, CA",CA,BRE2372751,25,39,93,A,2026-04-05
Katherine Edwards,kedwards@berkshirehathaway.com,(847) 696-8707,Berkshire Hathaway,"Schaumburg, IL",IL,4757335510,10,76,87,A,2026-04-05
Jason Jenkins,jenkinsj@remax.net,(850) 902-9228,Briggs Freeman,"Orlando, FL",FL,BK5040156,11,26,80,A,2026-04-05
Judy Gonzalez,judy.gonzalez@elliman.com,(336) 325-5040,Coldwell Banker,"Winston-Salem, NC",NC,NC6662242,18,52,97,B,2026-04-05
Angela Ortiz,aortiz@hotmail.com,(828) 326-4586,Austin Home Girls,"Asheville, NC",NC,NC8139428,13,79,95,C,2026-04-05
Robert Murphy,robert_murphy@cbrealty.com,(215) 311-3082,Berkshire Hathaway,"Erie, PA",PA,RS375847,22,42,95,B,2026-04-05
Judy Miller,judy_miller@alliebethallman.com,(618) 208-7898,Allie Beth Allman,"Tyler, IL",IL,4754224158,20,27,84,C,2026-04-05
Douglas Alvarez,douglas_alvarez@brownharrisstevens.com,(737) 776-1184,Brown Harris Stevens,"Houston, TX",TX,TREC8264657,12,44,90,A,2026-04-05
Paul Parker,paulp@compass.com,(404) 476-7312,Halstead,"Albany, GA",GA,GA3089790,13,32,94,C,2026-04-05
Rachel Smith,rachels@outlook.com,(707) 952-5279,William Pitt,"Oakland, CA",CA,BRE7997581,9,12,78,B,2026-04-05
Jerry Jenkins,jerry.jenkins@julieharrisrealty.com,(310) 645-4073,Julie Harris Realty,"Sacramento, CA",CA,BRE1260477,24,36,94,A,2026-04-05
Patrick Jones,patrick.jones4@johnl.scott.com,(805) 757-2390,John L. Scott,"San Jose, CA",CA,BRE1245218,24,49,97,A,2026-04-05
Frank Collins,frank.collins@nicholasrealty.com,(917) 890-9575,Nicholas Realty,"Brooklyn, NY",NY,104918848136,6,29,89,A,2026-04-05
Kevin Wilson,kwilson@elliman.com,(937) 504-6823,Briggs Freeman,"Dallas, OH",OH,R.E.2874006,17,30,99,A,2026-04-05
Shirley Gray,shirleyg@remax.net,(949) 618-2974,Houston Luxury Homes,"Fresno, CA",CA,BRE7355801,12,40,93,B,2026-04-05
Sandra Nelson,sandran@realty.com,(815) 599-9455,Realogics Sotheby's,"Beaumont, IL",IL,4757135269,1,4,65,C,2026-04-05
Maria Reyes,maria.reyes@hotmail.com,(718) 637-7541,Sunshine State Properties,"Manhattan, NY",NY,104915233645,18,42,94,A,2026-04-05
Margaret Myers,myersm@compass.com,(718) 379-2444,Berkshire Hathaway HomeServices,"New York City, NY",NY,104912571744,9,23,76,A,2026-04-05
Emily Turner,emily_turner@hotmail.com,(914) 260-2257,Tampa Bay Elite,"New York City, NY",NY,104919369993,18,49,100,A,2026-04-05
Dylan Rivera,dylan46@realtor.com,(717) 353-4241,John L. Scott,"San Antonio, PA",PA,RS377391,2,8,63,A,2026-04-05
Sharon Rogers,sharonr@jpassociates.com,(602) 886-8538,JP & Associates,"Houston, AZ",AZ,AZ7607233,18,31,92,A,2026-04-05
Donald Morgan,donald.morgan7@gmail.com,(618) 776-2238,Keller Williams,"Chicago, IL",IL,4756643137,12,63,96,A,2026-04-05
David Nguyen,david.nguyen@cbrealty.com,(404) 638-6239,The Agency,"Columbus, GA",GA,GA2618448,4,13,75,C,2026-04-05
William Hill,william.hill@yahoo.com,(980) 744-5121,Austin Home Girls,"Raleigh, NC",NC,NC6675010,1,7,67,B,2026-04-05
Cynthia Torres,cynthia87@berkshirehathaway.com,(631) 289-7858,Brown Harris Stevens,"Queens, NY",NY,104919528247,14,52,98,A,2026-04-05
Thomas Roberts,thomas_roberts@century21.com,(707) 612-1467,Century 21,"Fresno, CA",CA,BRE9775636,3,15,72,B,2026-04-05
Kenneth Mitchell,kenneth.mitchell8@realty.com,(832) 460-6761,Windermere,"Houston, TX",TX,TREC7752018,6,35,93,A,2026-04-05
Olivia Hall,olivia.hall3@century21.com,(740) 849-7633,Windermere,"Fort Worth, OH",OH,R.E.5726165,4,13,63,A,2026-04-05
Jessica Martinez,jessica_martinez@julieharrisrealty.com,(570) 454-4873,Julie Harris Realty,"Fort Worth, PA",PA,RS391436,6,29,78,A,2026-04-05
Michael Campbell,michaelc@remax.net,(916) 920-4414,Keller Williams,"Modesto, CA",CA,BRE2921564,12,44,89,C,2026-04-05
Donald Wright,donald.wright@hillcountryrealestate.com,(480) 677-4007,Hill Country Real Estate,"Dallas, AZ",AZ,AZ5345643,22,41,89,A,2026-04-05
Andrew Scott,andrew.scott@compass.com,(980) 920-2033,Compass,"Wilmington, NC",NC,NC6667090,14,49,97,C,2026-04-05
William Garcia,william_garcia@compass.com,(610) 729-5057,Compass,"Dallas, PA",PA,RS399710,5,18,80,A,2026-04-05
Linda Kelly,linda58@sothebysinternational.com,(828) 219-1929,Sotheby's International,"Winston-Salem, NC",NC,NC4286058,8,18,81,B,2026-04-05
Katherine Hernandez,katherineh@hotmail.com,(610) 889-9228,Halstead,"Allentown, PA",PA,RS349114,2,4,62,B,2026-04-05
Jack Lopez,jack.lopez7@expworldholdings.com,(602) 850-5081,Century 21,"Scottsdale, AZ",AZ,AZ1887814,12,60,87,B,2026-04-05
Kathryn King,kingk@century21.com,(419) 991-7221,Century 21,"Youngstown, OH",OH,R.E.1432246,12,80,97,C,2026-04-05
Emma Kim,emmak@century21.com,(216) 287-8184,JP & Associates,"Fort Worth, OH",OH,R.E.7166010,20,64,94,A,2026-04-05
Terry Johnson,terryj@rogershealy.com,(229) 592-5527,Rogers Healy,"Columbus, GA",GA,GA6939979,7,33,82,C,2026-04-05
